item_id,category,attribute_id,related_item_id
431,video,2,586
431,video,2,356
431,video,28,380
432,video,47,774
432,video,47,415
433,video,33,71
433,video,33,288
433,video,33,733
433,video,5,188
433,video,5,621
434,video,18,783
434,video,18,363
434,video,49,631
435,video,20,415
435,video,20,7
435,video,49,648
435,video,49,747
435,video,49,777
436,video,30,214
436,video,17,200
436,video,17,61
436,video,17,799
436,video,26,488
437,video,3,654
437,video,3,313
438,video,50,760
438,video,50,168
439,video,13,15
439,video,13,579
439,video,13,368
439,video,6,238
440,video,47,592
440,video,47,442
441,video,14,781
441,video,7,488
441,video,7,135
441,video,7,537
442,video,26,343
442,video,26,495
443,video,4,623
443,video,4,770
443,video,4,174
444,video,13,59
444,video,13,236
444,video,13,368
445,video,31,261
445,video,26,3
445,video,26,471
445,video,26,63
445,video,6,357
445,video,6,308
446,video,27,765
446,video,30,280
446,video,12,432
447,video,5,122
447,video,5,209
447,video,5,793
447,video,6,90
447,video,37,541
447,video,37,516
448,video,36,510
449,video,34,250
449,video,8,111
449,video,8,657
449,video,8,443
450,video,13,503
450,video,13,71
450,video,13,141
450,video,47,604
451,video,19,601
451,video,19,287
451,video,19,599
452,video,18,504
452,video,18,102
453,video,31,434
453,video,31,276
453,video,31,9
453,video,25,754
453,video,25,405
454,video,28,729
454,video,15,501
454,video,15,744
455,video,16,563
455,video,16,552
455,video,44,53
456,video,20,282
456,video,8,175
456,video,19,780
457,video,9,84
458,video,12,759
459,video,9,67
459,video,9,316
459,video,28,597
459,video,28,621
459,video,28,624
460,video,8,121
460,video,8,640
460,video,8,678
460,video,43,589
460,video,43,109
460,video,43,144
461,video,2,114
461,video,2,494
461,video,8,419
461,video,8,595
461,video,16,305
461,video,16,101
462,video,34,260
462,video,34,15
462,video,34,578
462,video,18,305
462,video,46,653
462,video,46,413
463,video,2,727
463,video,2,272
464,video,35,447
464,video,35,421
464,video,35,593
465,video,22,382
465,video,1,306
465,video,1,632
465,video,1,223
465,video,48,216
466,video,15,441
466,video,15,345
466,video,15,620
466,video,20,463
466,video,20,625
466,video,4,143
466,video,4,14
467,video,7,422
467,video,6,353
467,video,6,466
467,video,6,193
468,video,19,227
468,video,19,727
468,video,20,104
468,video,1,669
468,video,1,724
468,video,1,109
469,video,28,217
469,video,28,774
469,video,33,549
469,video,33,204
469,video,33,47
469,video,2,615
469,video,2,63
469,video,2,136
470,video,29,649
470,video,40,84
470,video,40,30
470,video,40,122
470,video,42,773
471,video,32,705
471,video,5,586
471,video,9,245
472,video,31,382
472,video,39,479
472,video,39,64
472,video,39,211
472,video,41,464
472,video,41,417
473,video,49,454
473,video,49,582
474,video,13,387
474,video,13,479
474,video,13,114
474,video,16,159
474,video,16,522
475,video,36,148
476,video,30,571
476,video,30,578
476,video,30,531
476,video,50,739
476,video,50,218
477,video,9,103
477,video,9,71
477,video,38,20
477,video,38,473
477,video,10,619
477,video,10,597
477,video,10,104
478,video,24,657
478,video,24,149
478,video,24,125
478,video,3,785
478,video,3,294
479,video,48,777
480,video,49,97
480,video,49,544
480,video,49,398
481,video,7,538
481,video,4,507
481,video,47,691
482,video,9,128
482,video,9,82
482,video,9,462
483,video,12,289
483,video,12,653
484,video,38,787
484,video,8,555
484,video,8,759
484,video,43,16
484,video,43,369
485,video,12,500
486,video,16,522
487,video,34,573
487,video,23,331
487,video,23,542
488,video,6,103
488,video,6,421
488,video,34,794
488,video,34,719
489,video,5,553
489,video,5,398
489,video,5,323
489,video,17,345
489,video,17,39
490,video,22,741
490,video,22,368
490,video,31,235
490,video,31,331
490,video,31,721
491,video,12,332
491,video,12,228
491,video,33,373
491,video,33,138
491,video,33,250
491,video,41,23
491,video,41,469
491,video,41,399
492,video,38,794
492,video,38,3
492,video,38,216
492,video,47,581
492,video,47,362
493,video,1,719
493,video,1,93
493,video,1,366
494,video,3,789
494,video,3,68
494,video,3,483
494,video,26,66
494,video,26,669
494,video,28,269
495,video,32,616
495,video,32,2
495,video,32,50
495,video,50,596
495,video,50,532
496,video,27,153
497,video,49,337
497,video,49,188
497,video,49,706
498,video,32,1
498,video,32,527
499,video,14,269
499,video,14,35
499,video,14,509
500,video,7,420
500,video,23,70
500,video,23,220
501,document,15,64
501,document,43,339
501,document,43,503
502,document,39,281
502,document,20,266
502,document,20,99
502,document,20,611
503,document,22,261
503,document,22,518
504,document,18,139
504,document,18,445
504,document,14,628
504,document,14,740
504,document,14,315
504,document,46,355
504,document,46,102
505,document,23,210
505,document,23,783
505,document,46,598
505,document,46,749
505,document,46,656
505,document,31,327
505,document,31,233
505,document,31,517
506,document,38,510
506,document,38,528
506,document,38,678
507,document,19,368
507,document,27,775
507,document,1,296
508,document,9,471
508,document,9,627
508,document,9,615
508,document,47,255
508,document,47,541
508,document,37,174
509,document,44,762
510,document,48,632
510,document,48,274
510,document,34,346
510,document,15,479
511,document,15,382
511,document,15,381
511,document,47,27
511,document,47,328
511,document,47,757
512,document,2,225
512,document,10,277
512,document,10,428
512,document,10,652
512,document,5,65
512,document,5,327
512,document,5,213
513,document,37,291
513,document,29,612
514,document,20,272
514,document,20,350
514,document,5,692
514,document,5,670
515,document,45,470
516,document,25,36
516,document,25,519
516,document,29,407
517,document,12,765
517,document,12,746
517,document,12,691
517,document,5,190
518,document,19,131
518,document,34,619
519,document,38,732
519,document,31,403
519,document,31,68
520,document,40,600
520,document,40,752
520,document,40,289
521,document,17,313
521,document,17,178
521,document,17,374
522,document,7,754
522,document,41,199
522,document,41,476
522,document,41,243
522,document,13,262
523,document,37,406
523,document,37,496
523,document,37,285
523,document,50,670
523,document,14,571
524,document,31,677
525,document,1,136
525,document,29,141
525,document,29,724
525,document,29,33
525,document,33,743
526,document,5,641
526,document,5,279
526,document,2,310
527,document,25,440
527,document,6,424
527,document,6,491
527,document,31,91
527,document,31,176
528,document,30,454
528,document,36,747
528,document,36,279
529,document,6,390
529,document,47,704
529,document,47,6
529,document,11,227
529,document,11,761
530,document,10,492
530,document,10,94
531,document,14,755
531,document,37,697
531,document,37,228
531,document,37,545
531,document,41,274
532,document,1,102
532,document,50,201
533,document,10,330
533,document,29,603
533,document,29,581
533,document,23,789
533,document,23,415
533,document,23,286
534,document,4,71
534,document,4,110
534,document,11,483
534,document,22,730
534,document,22,696
534,document,22,394
535,document,11,715
535,document,42,187
535,document,42,784
535,document,44,410
535,document,44,151
536,document,13,697
536,document,13,94
536,document,44,407
536,document,12,35
537,document,38,111
538,document,3,382
538,document,3,603
538,document,43,429
538,document,43,710
539,document,5,202
539,document,5,267
540,document,38,48
540,document,38,252
540,document,21,291
540,document,21,28
540,document,21,212
541,document,23,181
541,document,23,48
542,document,39,290
542,document,39,698
542,document,46,782
542,document,46,486
542,document,18,497
543,document,12,251
543,document,42,714
543,document,42,419
543,document,42,112
543,document,1,401
543,document,1,532
544,document,2,324
544,document,2,9
544,document,2,231
544,document,16,185
544,document,16,346
545,document,4,460
545,document,4,467
545,document,4,327
545,document,38,342
545,document,38,550
545,document,38,552
545,document,36,548
545,document,36,311
546,document,11,790
546,document,50,419
546,document,50,646
546,document,50,662
546,document,49,759
546,document,49,285
547,document,39,699
548,document,32,698
548,document,31,126
548,document,31,151
548,document,12,180
549,document,12,466
550,document,38,398
550,document,33,324
550,document,33,35
550,document,33,272
551,document,3,776
551,document,23,374
551,document,23,254
552,document,48,649
552,document,48,589
552,document,48,117
552,document,34,118
552,document,34,147
553,document,5,792
553,document,41,274
553,document,41,129
553,document,41,246
553,document,20,291
553,document,20,740
554,document,30,109
555,document,30,702
555,document,28,312
555,document,28,196
555,document,38,108
556,document,14,446
556,document,14,323
556,document,14,388
557,document,39,315
557,document,39,66
557,document,39,94
557,document,19,39
557,document,19,397
557,document,21,132
557,document,21,621
558,document,6,77
559,document,44,344
559,document,44,389
559,document,44,218
559,document,27,454
559,document,27,701
559,document,30,111
560,document,48,748
560,document,48,189
560,document,31,304
560,document,31,393
560,document,31,559
560,document,10,521
560,document,10,258
560,document,10,582
561,document,7,49
561,document,7,255
561,document,41,676
561,document,41,285
561,document,41,32
561,document,40,787
561,document,40,80
562,document,9,466
562,document,50,72
562,document,47,621
563,document,50,32
563,document,50,27
564,document,43,98
564,document,48,588
564,document,48,693
564,document,48,424
564,document,24,37
565,document,30,462
565,document,30,72
565,document,30,794
566,document,38,409
566,document,38,737
566,document,48,570
566,document,48,753
566,document,48,681
567,document,16,419
567,document,16,383
567,document,16,281
568,document,17,161
568,document,7,770
568,document,7,110
569,document,48,215
569,document,48,473
569,document,11,32
569,document,11,68
569,document,11,250
569,document,4,86
570,document,29,132
570,document,29,407
570,document,29,328
570,document,47,82
570,document,47,800
570,document,37,280
570,document,37,369
571,document,35,779
572,document,3,482
572,document,22,325
572,document,22,340
572,document,22,723
572,document,29,738
573,document,42,19
573,document,42,516
573,document,49,210
573,document,21,667
574,document,12,628
574,document,12,489
575,document,21,504
575,document,38,269
575,document,38,31
575,document,13,478
575,document,13,120
575,document,13,101
576,document,37,115
576,document,37,440
576,document,37,602
576,document,44,415
576,document,44,29
576,document,44,587
576,document,4,609
576,document,4,587
576,document,4,548
577,document,36,705
577,document,36,643
577,document,39,537
577,document,39,201
578,document,43,690
578,document,16,642
578,document,16,272
579,document,17,587
579,document,17,747
579,document,17,586
579,document,45,99
579,document,45,708
579,document,45,747
580,document,43,740
580,document,43,470
580,document,43,365
581,document,45,549
581,document,11,516
582,document,42,322
582,document,3,733
583,document,2,654
583,document,29,233
584,document,13,482
584,document,25,184
585,document,39,478
585,document,39,368
585,document,39,797
586,document,39,696
586,document,39,494
586,document,43,219
586,document,43,41
586,document,43,224
586,document,34,94
587,document,7,428
588,document,40,93
588,document,40,217
588,document,40,466
588,document,16,176
589,document,45,753
589,document,45,670
589,document,45,67
590,document,49,175
590,document,49,47
591,document,34,43
591,document,34,23
591,document,34,55
591,document,27,678
592,document,3,48
592,document,46,180
592,document,46,673
592,document,46,698
592,document,26,569
593,document,43,335
593,document,43,385
593,document,43,63
593,document,30,742
594,document,29,651
594,document,29,81
594,document,29,7
595,document,42,45
595,document,8,783
595,document,8,574
595,document,46,111
595,document,46,796
595,document,46,387
596,document,29,130
596,document,39,145
596,document,39,651
596,document,39,524
597,document,1,722
597,document,35,126
597,document,35,362
597,document,35,431
597,document,9,280
598,document,5,45
598,document,5,702
598,document,5,427
598,document,24,195
598,document,24,32
598,document,24,795
598,document,49,791
598,document,49,134
598,document,49,318
599,document,11,256
599,document,11,333
599,document,11,62
599,document,37,428
599,document,37,721
599,document,34,275
599,document,34,413
600,document,7,705
601,document,24,283
601,document,24,389
601,document,24,330
601,document,43,224
602,document,27,774
602,document,27,653
602,document,27,165
602,document,30,202
603,document,22,603
603,document,22,214
604,document,37,796
604,document,37,276
604,document,37,6
605,document,46,56
605,document,46,401
605,document,46,49
605,document,32,516
606,document,17,731
606,document,17,120
606,document,17,26
606,document,26,557
607,document,29,595
607,document,29,194
607,document,29,543
608,document,38,488
608,document,38,276
609,document,29,260
610,document,13,439
610,document,13,387
610,document,13,686
610,document,33,203
610,document,33,777
610,document,33,228
611,document,12,331
611,document,12,645
611,document,50,693
611,document,50,162
612,document,24,404
612,document,24,376
612,document,24,400
613,document,26,63
613,document,26,139
613,document,26,243
613,document,5,188
613,document,5,780
613,document,5,256
614,document,27,677
614,document,27,21
614,document,12,310
614,document,12,601
614,document,3,243
614,document,3,303
615,document,20,776
615,document,20,686
616,document,1,464
616,document,1,309
616,document,47,268
616,document,47,165
616,document,49,471
616,document,49,760
616,document,49,257
617,document,41,256
617,document,41,76
618,document,30,789
618,document,30,330
618,document,21,330
618,document,12,568
619,document,26,562
619,document,26,663
619,document,44,784
619,document,44,176
620,document,1,472
620,document,1,74
620,document,26,253
620,document,6,139
620,document,6,36
621,document,49,97
621,document,49,378
622,document,4,446
622,document,4,54
622,document,4,605
622,document,44,430
622,document,44,423
622,document,44,381
622,document,39,743
623,document,6,400
623,document,6,470
624,document,10,167
624,document,10,640
624,document,10,438
624,document,3,648
624,document,3,258
624,document,12,580
624,document,12,461
625,document,15,567
625,document,15,281
625,document,15,61
625,document,1,638
625,document,42,33
625,document,42,262
625,document,42,185
626,document,29,248
626,document,29,589
626,document,35,164
626,document,35,273
627,document,3,153
627,document,3,760
628,document,25,369
628,document,25,470
628,document,25,711
629,document,44,623
630,document,13,495
630,document,13,64
630,document,19,283
630,document,19,706
630,document,19,393
631,document,30,98
631,document,50,59
632,document,14,207
632,document,14,594
633,document,3,256
633,document,3,221
633,document,3,231
633,document,5,68
633,document,5,370
633,document,5,386
633,document,31,443
633,document,31,49
633,document,31,515
634,document,21,561
634,document,21,646
634,document,43,427
634,document,43,233
634,document,36,346
634,document,36,523
634,document,36,425
635,document,9,313
635,document,9,334
635,document,9,662
636,document,39,734
636,document,39,419
636,document,39,43
637,document,31,197
638,document,31,472
638,document,38,657
638,document,38,519
639,document,32,213
639,document,32,426
639,document,32,458
639,document,16,346
639,document,16,572
640,document,22,43
641,document,42,373
641,document,42,267
641,document,40,499
641,document,44,489
641,document,44,744
641,document,44,174
642,document,49,619
642,document,49,467
642,document,49,119
643,document,17,768
644,document,26,260
644,document,26,676
644,document,26,645
644,document,34,116
644,document,34,33
644,document,49,477
644,document,49,298
645,document,35,674
646,document,40,312
646,document,40,475
646,document,20,104
646,document,20,396
646,document,37,84
646,document,37,344
647,document,9,701
647,document,6,446
647,document,6,109
647,document,6,674
648,document,3,41
648,document,12,144
648,document,12,124
648,document,12,308
649,document,43,523
649,document,43,322
650,document,36,414
650,document,36,456
650,document,36,627
650,document,5,486
650,document,5,629
651,link,35,738
651,link,35,464
651,link,35,517
652,link,37,50
652,link,37,506
653,link,30,354
653,link,30,50
654,link,4,515
654,link,37,511
654,link,40,750
654,link,40,369
654,link,40,580
655,link,25,769
655,link,5,788
655,link,5,368
655,link,5,320
656,link,38,673
657,link,8,594
657,link,8,217
657,link,8,740
657,link,49,473
657,link,49,484
657,link,49,582
657,link,6,617
658,link,37,409
658,link,37,418
659,link,15,681
659,link,15,450
659,link,15,535
659,link,9,149
659,link,35,330
659,link,35,232
659,link,35,202
660,link,22,629
660,link,22,718
660,link,22,635
661,link,40,129
662,link,10,374
662,link,10,329
663,link,40,208
663,link,40,708
663,link,40,122
663,link,49,102
663,link,49,522
663,link,12,402
663,link,12,563
663,link,12,198
664,link,47,238
664,link,47,3
664,link,13,452
664,link,13,257
664,link,21,619
665,link,8,638
665,link,8,312
665,link,8,416
666,link,23,551
666,link,23,342
666,link,23,71
666,link,39,600
667,link,33,706
667,link,41,319
667,link,41,378
668,link,33,215
668,link,33,358
669,link,31,204
669,link,31,762
669,link,41,272
669,link,41,226
669,link,41,439
670,link,40,621
670,link,40,698
670,link,40,743
670,link,1,181
670,link,1,344
671,link,33,499
672,link,12,281
673,link,11,412
673,link,11,170
673,link,18,281
673,link,18,57
673,link,18,737
674,link,50,331
674,link,50,347
674,link,50,577
675,link,22,717
675,link,48,464
676,link,47,253
676,link,47,140
676,link,47,539
677,link,30,492
677,link,30,152
677,link,26,627
677,link,13,686
677,link,13,45
677,link,13,387
678,link,39,529
679,link,14,93
679,link,14,508
679,link,14,599
680,link,2,796
680,link,2,69
680,link,2,165
680,link,7,666
680,link,7,227
681,link,10,211
681,link,2,358
681,link,2,520
681,link,2,243
682,link,5,227
682,link,5,530
682,link,5,369
682,link,22,306
683,link,37,458
683,link,37,668
683,link,37,677
684,link,13,114
684,link,26,628
685,link,25,405
685,link,2,225
685,link,38,361
686,link,11,487
686,link,11,97
686,link,11,551
687,link,22,337
687,link,47,398
687,link,47,16
687,link,47,781
687,link,16,741
687,link,16,167
688,link,8,185
688,link,8,544
688,link,8,566
688,link,26,367
688,link,26,591
688,link,26,767
689,link,1,649
689,link,1,767
689,link,19,44
689,link,9,362
689,link,9,700
689,link,9,431
690,link,21,94
690,link,21,421
690,link,21,289
690,link,13,263
691,link,22,620
691,link,45,121
691,link,45,1
692,link,39,687
692,link,39,413
693,link,28,186
693,link,28,648
693,link,28,445
693,link,20,789
693,link,20,505
693,link,20,749
694,link,49,265
695,link,49,53
695,link,49,491
695,link,49,421
695,link,28,604
696,link,29,607
696,link,29,662
696,link,29,257
697,link,39,180
697,link,4,181
697,link,4,13
697,link,17,783
698,link,4,499
698,link,4,698
698,link,31,283
698,link,31,788
698,link,31,414
699,link,18,536
700,link,22,89
700,link,22,516
700,link,49,530
700,link,49,389
700,link,49,63
701,link,50,614
701,link,50,441
701,link,12,365
702,link,41,582
703,link,41,311
703,link,41,589
703,link,19,652
703,link,23,502
703,link,23,89
703,link,23,145
704,link,6,286
704,link,6,273
705,link,24,11
705,link,22,782
705,link,22,282
706,link,13,676
706,link,13,476
706,link,13,352
707,link,11,289
707,link,11,163
707,link,29,226
707,link,29,304
707,link,29,279
707,link,30,290
707,link,30,370
707,link,30,149
708,link,48,463
708,link,42,392
709,link,7,86
709,link,7,394
709,link,7,257
710,link,31,21
710,link,31,96
711,link,30,600
711,link,16,437
711,link,16,290
712,link,37,379
712,link,37,393
713,link,24,423
713,link,24,721
713,link,24,243
713,link,45,591
713,link,5,142
713,link,5,593
714,link,48,480
714,link,48,354
714,link,48,130
714,link,19,214
715,link,23,48
716,link,37,541
716,link,41,422
716,link,41,616
716,link,41,268
717,link,29,490
717,link,11,574
717,link,11,111
718,link,27,418
718,link,27,571
718,link,32,69
719,link,7,750
719,link,7,230
719,link,7,38
719,link,47,152
719,link,47,393
719,link,47,435
720,link,42,762
721,link,31,395
722,link,49,304
723,link,44,129
723,link,4,367
723,link,4,577
724,link,47,294
724,link,36,289
724,link,15,293
725,link,47,786
725,link,47,179
725,link,50,542
725,link,50,649
725,link,50,618
725,link,30,14
726,link,31,138
726,link,31,648
726,link,33,205
726,link,23,430
726,link,23,65
726,link,23,62
727,link,24,66
727,link,43,710
727,link,17,616
728,link,5,456
729,link,37,613
729,link,37,579
729,link,37,428
729,link,9,22
729,link,9,458
729,link,9,204
730,link,40,68
730,link,40,695
730,link,40,577
730,link,6,115
730,link,6,9
731,link,40,783
731,link,40,215
731,link,40,348
732,link,19,86
732,link,21,66
732,link,21,664
732,link,45,260
732,link,45,239
733,link,42,255
734,link,35,440
734,link,35,247
734,link,32,407
734,link,32,370
734,link,32,285
734,link,50,26
734,link,50,117
734,link,50,773
735,link,22,356
735,link,22,531
735,link,10,788
736,link,31,762
736,link,31,614
736,link,31,350
737,link,4,582
737,link,4,790
737,link,4,759
737,link,19,489
737,link,19,748
738,link,28,724
739,link,21,400
739,link,21,168
740,link,9,47
740,link,9,392
740,link,9,357
741,link,42,750
741,link,42,553
742,link,21,74
742,link,11,527
742,link,11,61
742,link,13,342
742,link,13,585
743,link,46,668
743,link,46,251
744,link,2,9
744,link,2,276
744,link,2,428
744,link,43,187
744,link,25,544
745,link,18,163
745,link,18,212
745,link,3,377
745,link,3,628
745,link,3,47
746,link,24,246
746,link,24,322
747,link,27,632
747,link,27,54
748,link,3,385
748,link,3,486
748,link,3,742
749,link,45,647
749,link,45,533
749,link,38,332
750,link,29,134
750,link,29,356
751,link,27,476
752,link,47,196
752,link,47,787
752,link,44,459
752,link,44,55
753,link,4,753
753,link,4,577
753,link,4,362
754,link,47,405
754,link,47,104
754,link,47,25
754,link,10,294
754,link,10,208
755,link,46,322
755,link,46,62
755,link,32,126
755,link,41,320
755,link,41,401
756,link,10,394
756,link,10,387
756,link,24,303
757,link,1,343
757,link,1,194
758,link,37,525
758,link,20,217
758,link,20,514
758,link,38,361
758,link,38,790
758,link,38,555
759,link,35,755
759,link,35,728
759,link,35,422
759,link,21,29
759,link,21,440
760,link,50,96
760,link,20,261
760,link,20,31
761,link,21,425
761,link,21,310
761,link,21,331
761,link,34,689
761,link,34,520
762,link,1,66
762,link,1,655
762,link,40,607
762,link,40,628
762,link,40,689
763,link,28,156
763,link,14,48
763,link,14,270
763,link,14,242
763,link,2,114
763,link,2,798
763,link,2,417
764,link,20,504
765,link,39,587
766,link,42,357
766,link,35,639
767,link,26,229
767,link,26,204
768,link,10,432
768,link,10,672
768,link,10,16
769,link,35,486
769,link,35,377
770,link,40,569
771,link,31,588
771,link,27,22
771,link,27,517
772,link,50,494
772,link,20,203
772,link,20,439
772,link,20,606
773,link,45,394
773,link,45,738
773,link,45,368
773,link,18,565
773,link,18,743
774,link,49,472
774,link,49,3
774,link,15,552
774,link,15,210
775,link,28,94
775,link,41,580
775,link,20,575
775,link,20,507
775,link,20,116
776,link,8,531
776,link,8,587
776,link,30,385
776,link,4,425
776,link,4,26
776,link,4,659
777,link,43,365
777,link,4,69
777,link,16,306
777,link,16,800
778,link,46,657
778,link,46,481
778,link,46,699
778,link,48,546
778,link,48,74
779,link,37,582
779,link,37,707
779,link,15,183
779,link,15,496
779,link,15,10
780,link,13,353
780,link,13,736
780,link,21,707
780,link,21,60
781,link,42,387
781,link,42,431
781,link,39,569
781,link,39,278
781,link,21,441
781,link,21,797
782,link,26,503
782,link,26,393
782,link,41,18
782,link,41,320
782,link,10,87
782,link,10,609
782,link,10,9
783,link,41,545
783,link,41,2
783,link,11,762
783,link,11,613
784,link,34,219
784,link,17,433
784,link,17,180
784,link,17,450
785,link,33,629
785,link,24,496
785,link,24,632
786,link,1,154
786,link,1,505
786,link,1,772
787,link,13,319
787,link,13,544
787,link,34,271
787,link,34,9
787,link,34,115
788,link,37,738
788,link,37,553
788,link,37,260
789,link,25,248
789,link,43,441
789,link,50,89
790,link,39,330
790,link,46,723
790,link,46,687
790,link,50,510
790,link,50,246
790,link,50,647
791,link,15,599
791,link,15,595
791,link,28,17
791,link,28,635
791,link,28,210
792,link,5,457
792,link,5,620
793,link,35,624
793,link,35,154
793,link,35,392
794,link,31,189
794,link,14,12
794,link,14,775
794,link,14,428
795,link,38,521
796,link,7,57
796,link,7,547
796,link,7,638
797,link,3,258
797,link,3,624
797,link,13,263
797,link,41,752
797,link,41,55
798,link,27,196
798,link,27,113
798,link,34,388
798,link,34,110
799,link,40,667
799,link,40,520
799,link,40,211
800,link,20,49
800,link,3,56
800,link,3,263
800,link,3,728
